rmse,mae,r2,fold,n_train,n_test
12.544767083531266,10.415275654827026,0.004435564568582184,1,69,28
36.2950766638804,32.52488688643977,-3.2011274628223996,2,79,18
13.196867306074376,10.889847596827138,-2.592784317330657,3,81,16
18.88138632147336,15.442668556542456,-0.8709715402653053,4,83,14
24.676779897650032,19.303614878270242,-0.8559119714898862,5,76,21
