rmse,mae,r2,env_id,n
0.16064289921272232,0.12538463263260569,0.9999480661831454,ARMA_2003,38
4.968553233950299,1.6882607256489421,0.9794947340100518,ARMA_2004,62
0.102355431575247,0.08587800862630199,0.999915108309114,ARMA_2005,30
0.19270518842012196,0.13457113486842182,0.9999220618092913,ARPI_2001,19
0.12628967161993554,0.10163474199848568,0.9999635859019521,ARPI_2002,31
0.12385024939562149,0.10247637774493167,0.9999563298758216,ARPI_2003,37
0.17712558407478762,0.13269769269916445,0.9999588356831252,ARPI_2004,71
0.16251894848994902,0.13080063197544609,0.9999126170854088,ARPI_2005,70
0.12474120976294197,0.10609261474609416,0.9999664709332589,ARPI_2006,44
0.45027723290397115,0.29295304652623194,0.9989399747033876,ARPI_2007,14
0.12960190683065745,0.10417113836880507,0.9999405325272533,COOV_2001,29
0.2861487253709264,0.19747573993389222,0.9999133972419035,COOV_2004,65
0.3928524239429653,0.2071695979191715,0.9990285261958,DESE_2001,26
0.31293168811908,0.18801057765795023,0.9997821308560566,DESE_2002,23
0.2925710143170055,0.18768544744961568,0.999719725335469,DESE_2003,69
0.6480934824381142,0.280020002003206,0.9995549160414617,DESE_2004,78
0.4086349792100062,0.2684853406540877,0.9997812681764252,DESE_2005,47
0.15067506268172898,0.1145784299688805,0.9999570617079712,FLGR_2004,59
0.38633118151655804,0.2557931740500711,0.9997547521853972,FLGR_2005,22
0.23585705896318374,0.1849171119326627,0.9999180393718797,GACA_2005,21
0.11870307314764071,0.09589192057291598,0.9999750371009041,GACA_2007,60
0.13527199215200536,0.11780554199218413,0.9999585792550563,GACL_2001,17
0.15230532895063761,0.12391516113281455,0.9999252997307323,GACL_2002,25
0.9793707652637524,0.7623032907586351,0.9954761040437669,GACL_2003,38
0.1555441826448809,0.1240411813204405,0.999950979991043,GACL_2004,61
0.37633334606005503,0.2594756519990821,0.9996227674251223,GAIR_2006,51
0.30090364740648196,0.2335112947162836,0.9997996944478614,GALE_2001,38
0.7494545587920766,0.5386635673754154,0.9993165177113422,GALE_2002,66
0.39243097256028886,0.19904570295545712,0.9998343763542457,GALE_2007,72
0.49444810767006664,0.4151819254557252,0.9978086017713779,GAMY_2002,18
0.9259462015868762,0.5796527666645648,0.9984371628002969,GAMY_2003,62
0.19500549538927212,0.15450405182340018,0.9998666470647142,GAMY_2004,67
0.17421470620779783,0.13944863750751216,0.9997408356981443,GAMY_2005,26
0.1417397674606341,0.11823059630101883,0.999963337649779,GASF_2003,49
0.18695831736941407,0.14108556276351514,0.9999441848494739,GASM_2004,63
0.1267157007765866,0.10410887276785748,0.9999553875912096,GASM_2005,42
2.0824168160208707,1.2413120384979248,0.99484576949387,GASS_2006,80
1.7950392731928342,0.6922875429350753,0.9960005203775792,GAWI_2001,29
0.19594755124604388,0.15897846994707723,0.9997358131100601,GAWI_2004,31
0.16811265882906937,0.13815087150805133,0.999806795740144,IAAM_2002,33
0.13884808813005922,0.12260439181857606,0.9999461752736659,IAAM_2003,63
0.3562767702884385,0.2034484519556918,0.9998497632725402,IAAM_2006,38
0.18427948719340279,0.14459068751479695,0.9999387755135826,IAAN_2005,66
0.4625875111626101,0.32557565128102106,0.9995570280049725,IAAT_2001,68
1.195247388641626,0.5508757333194507,0.9986305187092877,IAAT_2002,68
3.3373525866234064,2.0682932217684655,0.9574188287829168,IAAT_2004,33
0.5765736802671162,0.29381027657645,0.9989366778668303,IAAT_2005,70
0.3497207808728495,0.21987411956787373,0.9996692017602751,IABI_2004,64
0.12543792459145198,0.10460161389802748,0.9999567428591096,IABI_2006,76
0.07822930091835469,0.0638997414328796,0.9999654809324896,IABI_2007,22
0.1149633671696137,0.09807776188380427,0.9999516742360743,IABO_2005,71
0.10988661163621267,0.0989184326171873,0.9999329356609975,IABO_2007,23
0.1431084494837407,0.12131562409577525,0.9999282698195846,IABP_2001,27
0.3531250915247485,0.22180911771334222,0.9997772552008968,IABP_2002,65
0.23025639430903339,0.17182613830566337,0.9997844504638095,IABP_2004,72
0.2628041167708756,0.16996084442138826,0.9998732213454993,IABR_2003,64
0.4837964625341626,0.23139422050924807,0.9997888634570854,IABR_2004,68
0.2254648120580654,0.16774771747295744,0.9997903292613812,IACA_2005,65
0.19768975978026238,0.1629460632324225,0.9999019831623446,IACA_2006,40
0.1435758633512024,0.1249620930989579,0.999812978840896,IACN_2003,57
0.8670688693503573,0.3344449304005456,0.9965991579872263,IACN_2004,63
0.15246932663025375,0.12996923403532828,0.9998583550064958,IACN_2007,23
0.2985651015278485,0.21988981445312333,0.9997428324499489,IACR_2004,50
0.11448834428619115,0.09268183482776945,0.999894055170968,IACR_2005,22
0.46615282780192746,0.33825625570718393,0.9994063125717896,IADA_2001,77
0.10473888897426735,0.08771001942952476,0.9999433978957526,IADA_2002,48
0.29610020251552355,0.1860650803444602,0.9999278546476593,IADA_2003,55
0.8212526745931634,0.3957985077373796,0.9983059400671224,IADA_2004,65
0.11462799736867665,0.10089726798765061,0.9999220716263661,IADA_2005,62
0.1199697696129402,0.10549874186197883,0.9999637760410278,IADC_2006,30
0.13651319221915234,0.11206112874348927,0.9999045514529155,IADO_2002,30
0.12017753568332631,0.09965803185096214,0.9999394327957267,IADR_2007,65
0.2178478646407117,0.15120690307617224,0.9996541601243784,IADS_2006,12
0.20225671609081403,0.13981589355469054,0.9998804907485767,IADV_2001,25
0.12277284342894168,0.10659657796224072,0.9999479186513273,IADV_2002,48
0.13728227046950184,0.12343003305288391,0.9999523257035265,IADV_2003,26
0.12526277343450742,0.10049696520789216,0.9999530259013618,IADV_2004,59
0.13878504630586946,0.11169480794270549,0.9999341902019045,IADV_2006,9
0.1308880926206544,0.10655159442608063,0.9998703738980828,IADV_2007,26
0.14402599245216627,0.11158466879634482,0.9999398234659909,IADX_2006,59
0.14325339030942327,0.11662185184873555,0.9999166669243489,IAES_2007,29
0.9663709307061051,0.6188332224527983,0.9979018806057327,IAFO_2001,60
