bucket,importance_mean
Genetic_PCA,0.00028324249386674216
GxE_interaction,3.508576630024684e-05
Other,1.9966128749428618
Past_pheno,3.269690587988094e-05
Soil,1.3824321837718756e-06
Weather,1.0498887678767055e-05
