rmse,mae,r2,env_id,n
1.706803155973016e-05,1.4661287005872892e-05,0.9999999999993555,GALE_2001,38
1.732131760813626e-05,1.5748506436185542e-05,0.9999999999976048,OHUC_2007,17
1.7355571648539657e-05,1.3977050780529984e-05,0.9999999999992419,IADC_2006,30
1.736452210747096e-05,1.415972793376584e-05,0.999999999999503,ILBM_2007,57
1.7502314358366757e-05,1.5919288430468072e-05,0.9999999999970035,ONST_2004,37
1.7579910399107056e-05,1.565399169933812e-05,0.9999999999985535,ILPP_2003,64
1.7589412468472193e-05,1.4818942161806234e-05,0.9999999999992123,IASA_2003,62
1.7677500043478684e-05,1.5305989584627848e-05,0.9999999999992896,NEHM_2003,75
1.7799901569486513e-05,1.4976387593232678e-05,0.9999999999994688,NECO_2001,67
1.781484379826418e-05,1.5970952459765806e-05,0.9999999999994637,MOHA_2006,47
1.7961159429461992e-05,1.5278625486558894e-05,0.9999999999992957,KSJO_2006,16
1.799480868111808e-05,1.606663945978395e-05,0.9999999999994198,MOHA_2004,67
1.8104310942222486e-05,1.5465872628541077e-05,0.9999999999991952,OHPT_2002,56
1.815046820862445e-05,1.5873349946889055e-05,0.9999999999988336,COOV_2001,29
1.8216655615100698e-05,1.6436089409850224e-05,0.9999999999975338,ILKI_2007,27
1.833396156672459e-05,1.7340313945624075e-05,0.9999999999990764,ILRS_2007,27
1.8369585717606357e-05,1.7119004990067628e-05,0.9999999999984563,OHGT_2007,36
1.8406425235025028e-05,1.717628272809032e-05,0.9999999999985716,TXDA_2004,74
1.8450808609685247e-05,1.7083740233125866e-05,0.9999999999975615,NDBA_2006,32
1.8500871380956404e-05,1.7165611532046287e-05,0.9999999999990253,NEHE_2002,58
1.8554206231000832e-05,1.7136562016758822e-05,0.9999999999987642,NESH_2005,81
1.8735385919158873e-05,1.671582031008256e-05,0.9999999999981283,IASK_2007,50
1.8793610947860605e-05,1.6394042969057988e-05,0.9999999999993737,TXDA_2007,22
1.8853079061655552e-05,1.7221679689782833e-05,0.999999999998203,MOHA_2002,25
1.9001506595587098e-05,1.8382263183032894e-05,0.9999999999972796,IAMO_2006,24
1.9027197697727708e-05,1.6254414597782457e-05,0.9999999999987179,IAGE_2003,73
1.9046991537469837e-05,1.812708237777957e-05,0.9999999999983094,INFL_2005,68
1.9049606339992226e-05,1.8259277342735914e-05,0.999999999997616,MIFA_2007,20
1.9206319946994793e-05,1.6698376883588372e-05,0.9999999999989132,NECO_2005,58
1.9363269573678983e-05,1.7722389914655594e-05,0.9999999999985666,IAAT_2004,33
1.9500401849710564e-05,1.7088188557817512e-05,0.9999999999982381,INFR_2006,59
1.9591576254723134e-05,1.7535041361410923e-05,0.9999999999984391,ILHA_2007,34
1.961976852922548e-05,1.8782552081751823e-05,0.9999999999974254,WIEG_2006,27
1.97149391599097e-05,1.8296235180451762e-05,0.9999999999976328,IAFO_2003,29
1.9775118196142116e-05,1.666729266695746e-05,0.9999999999993014,IABP_2002,65
1.9786755045013464e-05,1.6023073357500527e-05,0.9999999999990504,INVI_2004,59
1.985868991664731e-05,1.6585286458262328e-05,0.9999999999992094,MOCG_2007,57
1.987487040980737e-05,1.8156941731461984e-05,0.9999999999988133,INVI_2002,60
1.9999489547049548e-05,1.661376953001956e-05,0.999999999998882,OHVW_2005,52
2.001543836344583e-05,1.8956409801066084e-05,0.9999999999969602,WIMN_2007,22
2.0029935891836696e-05,1.9160679409578408e-05,0.9999999999980321,ILTU_2001,28
2.0083777847264177e-05,1.6448049835861582e-05,0.9999999999991166,INLE_2004,66
2.0107889141482228e-05,1.798920502635979e-05,0.9999999999988579,NEPO_2005,74
2.0121446971605035e-05,1.694974458858339e-05,0.999999999998983,IADA_2004,65
2.0135838458114427e-05,1.826324462150808e-05,0.9999999999972772,MNMY_2007,16
2.0231220416726354e-05,1.8082682290894255e-05,0.9999999999981756,NEAU_2004,69
2.0236802576084097e-05,1.6747029623331854e-05,0.99999999999908,IAFO_2001,60
2.0254364004297976e-05,1.8495258531533853e-05,0.9999999999982155,SDHA_2001,38
2.0367200874678683e-05,1.7878214516523865e-05,0.999999999998803,SDCA_2001,24
2.0374754523535504e-05,1.895819770009805e-05,0.9999999999978324,IAPG_2002,72
2.0411052243849903e-05,1.921450131863207e-05,0.9999999999985366,IAWS_2006,77
2.045728289389053e-05,1.829752603915343e-05,0.999999999998693,MNDB_2007,15
2.0492558058321863e-05,1.7376077586316662e-05,0.9999999999980324,MNCF_2006,29
2.0529284027306285e-05,1.725367495864523e-05,0.9999999999986822,KSHL_2001,76
2.0562953488076238e-05,1.8185725680933167e-05,0.9999999999993541,MNBU_2007,71
2.0595114943152966e-05,1.9233703615562092e-05,0.9999999999984491,ILBR_2001,32
2.064324313269038e-05,1.7044415051331376e-05,0.9999999999985104,IASG_2003,79
2.070943191733692e-05,1.9752977714531762e-05,0.9999999999976196,ILNH_2003,61
2.0814041859281914e-05,1.7292567663267683e-05,0.9999999999994943,MICL_2004,28
2.0867701113742484e-05,1.6920629042456782e-05,0.9999999999988575,ILIR_2004,58
2.0921644858344114e-05,2.0019531242659078e-05,0.9999999999978442,SDBR_2002,7
2.102411881892417e-05,2.007313604038878e-05,0.9999999999981756,IAPR_2006,46
2.1084804757187935e-05,1.8979492186872448e-05,0.9999999999985684,GACL_2002,25
2.1125356234774852e-05,1.8545433783352167e-05,0.9999999999991865,GAMY_2003,62
2.1204887741542802e-05,1.956097146639745e-05,0.9999999999969345,ILBE_2003,69
2.1317954684869095e-05,1.9350179037758153e-05,0.999999999994349,KYBG_2007,12
2.133230756307383e-05,1.9582648026004646e-05,0.9999999999972704,IASP_2002,19
2.137656539895937e-05,1.9452263326875966e-05,0.9999999999979402,INOX_2002,51
2.1464817759506524e-05,2.010126528548624e-05,0.9999999999977839,MNDE_2004,69
2.14796283238155e-05,2.0715784142705867e-05,0.9999999999980173,MDLI_2007,27
2.158812053542201e-05,1.9947839161561986e-05,0.9999999999992558,GASM_2004,63
2.1593812567528737e-05,2.044114332897187e-05,0.999999999997351,SDHA_2007,13
2.1615467609423237e-05,1.741563140386148e-05,0.9999999999990701,INRU_2004,61
2.172854282773477e-05,1.992716471429882e-05,0.9999999999989938,MNOW_2004,60
2.173955144165577e-05,2.0167541503468556e-05,0.9999999999977565,MNBE_2003,32
2.1791744744295244e-05,2.0290798609586864e-05,0.9999999999981233,MIWI_2001,27
2.1800474220472723e-05,1.976442921060731e-05,0.9999999999994645,KSGC_2003,49
2.1834062967314188e-05,1.94161551324409e-05,0.99999999999913,GASF_2003,49
2.1834706804457584e-05,1.8951125371456457e-05,0.9999999999990578,NEAL_2005,63
2.194489399216267e-05,2.06466674788075e-05,0.9999999999976222,MISH_2005,32
2.2034498844734464e-05,2.0489394872532086e-05,0.9999999999988346,WIPO_2006,57
2.207819592533276e-05,1.9980061848912102e-05,0.999999999998342,IAWE_2007,60
2.223809491962746e-05,2.1185661764089966e-05,0.9999999999980921,ILWA_2004,68
2.2242710624754433e-05,2.0877293179058904e-05,0.999999999998041,NEDA_2001,56
2.250282642707575e-05,2.194542518032869e-05,0.9999999999954317,KYST_2007,26
2.2524705674449834e-05,2.1802884615541327e-05,0.9999999999978723,IADR_2007,65
2.2578191045675356e-05,2.0755137569494764e-05,0.9999999999952949,MONE_2007,23
2.2626783676630635e-05,2.202860514207335e-05,0.9999999999968469,ILFN_2007,24
2.2756012095857777e-05,1.8357849121741765e-05,0.9999999999990389,NEGO_2003,80
2.2799906259737715e-05,2.0885891384775983e-05,0.9999999999974459,OHPC_2003,72
2.2855246483813968e-05,2.0357612941554834e-05,0.9999999999989237,INOX_2004,46
2.3109325211963924e-05,2.1483715159249458e-05,0.9999999999988195,MNOW_2005,74
2.3229852917014773e-05,2.2151066707246733e-05,0.9999999999985744,KYST_2002,52
2.325707790863545e-05,2.2216796873562673e-05,0.9999999999980043,WIGA_2004,56
2.338061741416039e-05,2.18699488125994e-05,0.9999999999978889,IAWS_2007,29
2.342629694852771e-05,2.2228190105503623e-05,0.9999999999978075,MOBU_2006,15
2.3492233997019774e-05,2.197265625135248e-05,0.9999999999970715,OHDE_2002,29
2.357156315115145e-05,2.1540024701410483e-05,0.9999999999987205,MOMI_2003,68
2.359461613505303e-05,2.154388427477727e-05,0.999999999998099,SDDA_2007,8
2.3603280480714467e-05,1.9507839256057382e-05,0.9999999999993107,OHPC_2005,73
2.3695626871565154e-05,2.2385223001958964e-05,0.9999999999983551,NEPO_2002,79
2.3749569704635764e-05,2.2738088688756888e-05,0.9999999999963666,IAPN_2007,71
2.3802473807840984e-05,2.2666325645920392e-05,0.9999999999975172,MOMI_2002,63
2.3897729904604715e-05,2.089625116465203e-05,0.9999999999995025,NEKE_2003,67
2.3907456592628594e-05,2.239888509099804e-05,0.9999999999981976,MNKE_2004,72
2.400522501832289e-05,2.227313701789276e-05,0.9999999999988911,ILHA_2001,13
2.4071613081484106e-05,2.269852801084764e-05,0.9999999999972848,NESH_2007,82
2.4107105657632527e-05,2.2899228050781467e-05,0.9999999999965852,IAHU_2005,63
2.413553728400201e-05,2.1988138336737614e-05,0.9999999999982971,NECO_2006,41
2.415413071069314e-05,2.2209028763382555e-05,0.9999999999986878,OHAR_2007,66
2.41560194411824e-05,2.1935504412834668e-05,0.9999999999987018,DESE_2002,23
2.4219370896680843e-05,2.3043150820747973e-05,0.9999999999970695,ILTO_2003,59
2.4614419106945e-05,2.3317436322430108e-05,0.9999999999989493,LEIA_2005,73
2.4720360268718694e-05,2.1145368303418113e-05,0.9999999999965085,IANL_2007,35
2.4755946745765127e-05,2.3576956084697844e-05,0.999999999998255,ILAB_2005,66
2.476991593486872e-05,2.212327860185446e-05,0.9999999999982201,IADX_2006,59
2.486318179908152e-05,2.4315121298681525e-05,0.9999999999966056,KSSU_2006,19
2.489992822105624e-05,2.32883453383792e-05,0.9999999999988989,MNMY_2006,64
2.5100952119227844e-05,2.3332445549888718e-05,0.9999999999972404,MIVI_2005,33
2.513338563414696e-05,2.2480701263459325e-05,0.9999999999957245,ILCP_2006,42
2.518452447297345e-05,2.242285156228263e-05,0.9999999999971083,ILCP_2007,50
2.5211343613527168e-05,2.42566094876249e-05,0.9999999999980943,ILMN_2006,69
2.52360335700302e-05,2.408799913066812e-05,0.9999999999967971,KSHO_2005,45
2.524743451056398e-05,2.4334716795711604e-05,0.9999999999986606,IIAL_2005,72
2.529701763981748e-05,2.3702116935636797e-05,0.9999999999984956,MOMR_2003,62
2.5414662592365622e-05,2.4398758160568423e-05,0.9999999999968084,NEAT_2004,67
2.551685769802801e-05,2.463751324115546e-05,0.9999999999965703,NDBA_2001,59
2.552625331158003e-05,2.4942382810877462e-05,0.9999999999970494,IAPC_2007,25
2.5599405116533954e-05,2.31767762381063e-05,0.9999999999981035,ILCP_2005,53
2.5659671371529574e-05,2.5130208334426623e-05,0.9999999999971796,IAHL_2003,24
2.5842984321872e-05,2.241981907726959e-05,0.9999999999982081,IASA_2006,57
2.5869736808488123e-05,2.2825404575956198e-05,0.9999999999992624,MOMR_2007,28
2.5883138633166188e-05,2.508911132679259e-05,0.9999999999984099,NECL_2006,20
2.5967951166746356e-05,2.433471679757255e-05,0.9999999999963686,ILHA_2004,56
2.6093212944703014e-05,2.342328883084567e-05,0.9999999999991647,MIMA_2003,67
2.610203510506394e-05,2.5643717447110247e-05,0.9999999999944793,ARMA_2005,30
2.6109596240062643e-05,2.459942852952837e-05,0.9999999999988446,NEOX_2002,27
2.621721706473765e-05,2.4618675595550465e-05,0.9999999999982175,INVI_2003,84
2.624460576306803e-05,2.5245061911451592e-05,0.9999999999972025,IAGE_2004,53
2.6311760705511717e-05,2.4918306791094507e-05,0.9999999999988055,MITE_2007,26
2.6313532755531226e-05,2.399291992210137e-05,0.9999999999981399,IAPN_2005,68
2.632945066969767e-05,2.5500488281640747e-05,0.9999999999966459,SCBA_2004,27
2.6335843948034576e-05,2.435302734227207e-05,0.9999999999968444,SDCA_2002,56
2.637064413815869e-05,2.446211557560399e-05,0.9999999999978532,INEL_2004,63
2.6400783771498323e-05,2.2539374171817552e-05,0.999999999999087,DESE_2005,47
2.6598272650086145e-05,2.4820106905789735e-05,0.9999999999973177,MOMI_2005,38
2.6621069854860826e-05,2.487166966967053e-05,0.999999999999249,DESE_2004,78
2.6676404048274307e-05,2.5128173824384703e-05,0.9999999999988289,NEWH_2006,12
2.6828801641193176e-05,2.5386555988878476e-05,0.9999999999981859,ILAE_2004,60
2.6861497189479815e-05,2.6274345289503403e-05,0.9999999999985573,MDQE_2005,71
2.6885524179058687e-05,2.6175944010257506e-05,0.9999999999971392,IAJE_2003,54
