rmse,mae,r2,env_id,n
2.057605088208463,1.0139416696648826,0.9942387754268047,ARPI_2001,38
0.182366224745112,0.148522738752692,0.9999209384812343,ARPI_2002,29
0.8716169937805962,0.5471868693033852,0.9972007765107805,DESE_2002,36
0.1536692644373737,0.10973833264802797,0.9999016774528507,GACL_2001,38
0.14603332342362405,0.11936950362356108,0.9999161717203522,GACL_2002,38
0.34862471921828925,0.2488586892520668,0.9996225691528599,GALE_2001,34
0.3680748690760762,0.2529447168985997,0.9998205486852572,GALE_2002,48
0.12753065625690768,0.10162531195746494,0.9999243744472393,GAMY_2002,27
0.7081827472739836,0.43032431602477894,0.9993323764317986,GAWI_2001,32
0.26098863292068064,0.20044360821063778,0.9995338498460946,IADA_2001,39
2.409110801151304,0.9979353062221005,0.990978232149909,IADV_2001,35
0.26458990927356174,0.21882338900179524,0.9997526257071099,IAFO_2001,37
0.6445216078561038,0.3668680236816407,0.9985130872275522,IANL_2001,40
0.15888166182423327,0.1297926664806539,0.9999073803338079,IAOT_2001,42
0.19466746439575536,0.1505214972245073,0.999849893140559,IAOT_2002,38
0.24682902946087787,0.20251193891253091,0.9995775131894169,IAPR_2001,28
0.7316061230952363,0.47924831267326157,0.9971718817323221,IARO_2001,31
4.438938971422767,1.8450001590126441,0.9521807395176741,IASP_2001,38
0.19113864003243095,0.14824849446614508,0.9998472549853659,IAWA_2002,36
0.2043258268598143,0.16081890345981914,0.9998408731840455,IAWI_2001,35
0.599446845018532,0.3910335763113831,0.9989600059318137,ILBE_2002,35
0.2460592969653854,0.19943484989289298,0.9997700510827748,ILBM_2001,31
0.19366091369367355,0.1645442822265659,0.9998505661198608,ILBM_2003,25
0.8654524003985816,0.44065645853678426,0.9984387423896957,ILHA_2001,24
0.1577217307908508,0.12938246848366672,0.9997779836777166,ILHO_2002,33
0.31381157762039563,0.24760587651678784,0.9996745491800417,ILIN_2002,47
0.3670889155962873,0.25769204416582536,0.9994879772619643,ILMN_2002,31
0.13752987844084813,0.10453857014974327,0.9999395662448798,ILNH_2002,30
0.2476666664925956,0.20173871163504242,0.9995780624372802,ILOB_2003,35
0.13322187692379459,0.1060430626502383,0.9998672099119044,ILPP_2002,39
0.2229688932978169,0.16923454038558633,0.9998560620417676,ILRI_2002,31
0.24705803109231544,0.18085874176025296,0.999838860474678,ILSO_2002,32
0.19286119115799008,0.14756806344697043,0.9997808998888562,ILTH_2002,33
0.1765366012178102,0.13487944684709743,0.9998867725426893,ILTO_2002,35
0.15615645058742575,0.12496255625849095,0.9999184279837274,INBO_2002,46
0.4280846807916291,0.2849191894531251,0.9996150130659008,INEL_2002,38
0.15562497907301076,0.12354879835175217,0.9998972502334491,INFR_2002,41
0.7980102712672535,0.39828234456380185,0.9984527340952757,INNE_2001,30
0.2069502634205914,0.14788827514648675,0.9998757581540301,INNE_2002,36
0.4166666461593595,0.23685224484174702,0.9994131213827205,INNE_2003,39
0.23954139554024487,0.176803323025173,0.9997240577374216,INOX_2002,45
